CASE	FILES	SENT_ID	LEFT	NODE	RIGHT	NODE_SENTENCES	WORD_CLASS	USE	SYN_FUNC_NODE	PATTERN	MP	LU_POST	BODY_PART	LU	LU_GLOSS	LU_POS	NEGATION	METONYMY	SFRAME	SFRAME_URL	SFRAME_RELATED	SFRAME_RELATED_URL	SFRAME_RELATED_LINK	ROLEMAPPING_TD_IN_SFRAME	CM_ROLEMAPPING	CM_BROADER	MAP1	MAP2	MAP3	MAP4	NOTES
3572	ind-id_web_2015_3M	1596878	Menghindari Ledakan Emosi	Kemarahan	Cara terbaik untuk mengatasi ledakan emosi adalah dengan menghindarinya bilamana memungkinkan.	Menghindari Ledakan Emosi <m>Kemarahan</m> Cara terbaik untuk mengatasi ledakan emosi adalah dengan menghindarinya bilamana memungkinkan.	NA	metaphor		<w>menghindari</w> ledakan emosi_node	<w>menghindari</w> node	l2		<w>menghindari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
2607	ind_web_2012_1M	638282	Setiap orang tidak dapat menghindari	kemarahan	.	Setiap orang tidak dapat menghindari <m>kemarahan</m>.	NA	metaphor		<w>menghindari</w> node	<w>menghindari</w> node	l1		<w>menghindari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
1540	ind_newscrawl_2012_1M	152006	Tersangka dan barang bukti handphone langsung diamankan ke Polsek Medan Kota guna menghindari	kemarahan	warga.	Tersangka dan barang bukti handphone langsung diamankan ke Polsek Medan Kota guna menghindari <m>kemarahan</m> warga.	NA	metaphor		<w>menghindari</w> node	<w>menghindari</w> node	l1		<w>menghindari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
3053	ind_wikipedia_2016_1M	970829	Untuk menghindari	kemarahan	sang kaisar, Xu Fu berkelit dengan mengatakan bahwa perjalanan untuk mencari obat tersebut sangat sulit, karena obat tersebut berada di puncak gunung sebuah pulau di tengah lautan.	Untuk menghindari <m>kemarahan</m> sang kaisar, Xu Fu berkelit dengan mengatakan bahwa perjalanan untuk mencari obat tersebut sangat sulit, karena obat tersebut berada di puncak gunung sebuah pulau di tengah lautan.	NA	metaphor		<w>menghindari</w> node	<w>menghindari</w> node	l1		<w>menghindari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
1058	ind-id_web_2015_3M	878984	Hal pertama yang harus kalian lakukan untuk menghindari	amarah	orangtua sebelum bermain game online adalah dengan mengerjakan semua PR-mu.	Hal pertama yang harus kalian lakukan untuk menghindari <m>amarah</m> orangtua sebelum bermain game online adalah dengan mengerjakan semua PR-mu.	NA	metaphor		<w>menghindari</w> node	<w>menghindari</w> node	l1		<w>menghindari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
676	ind_web_2012_1M	386242	Ribka, ibu Yakub, mendapat izin dari Ishak supaya Yakub lari menghindari	amarah	Esau ke kampung asalnya di Padan Aram (Kej 28:1 dab).	Ribka, ibu Yakub, mendapat izin dari Ishak supaya Yakub lari menghindari <m>amarah</m> Esau ke kampung asalnya di Padan Aram (Kej 28:1 dab).	NA	metaphor		<w>menghindari</w> node	<w>menghindari</w> node	l1		<w>menghindari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
2417	ind_web_2012_1M	198800	Dulu hanya dipakai 15. PELET SEMBUR, pelet dengan gambar titik-titik kecil tersebar diseluruh permukaan kayu, khasiatnya dapat menundukan manusia atau binatang, menghindarkan	kemarahan	orang lain dan umumnya pelet ini mempunyai kekuatan gaib.	Dulu hanya dipakai 15. PELET SEMBUR, pelet dengan gambar titik-titik kecil tersebar diseluruh permukaan kayu, khasiatnya dapat menundukan manusia atau binatang, menghindarkan <m>kemarahan</m> orang lain dan umumnya pelet ini mempunyai kekuatan gaib.	NA	metaphor		<w>menghindarkan</w> node	<w>menghindarkan</w> node	l1		<w>menghindarkan</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
1042	ind-id_web_2015_3M	680522	Di bulan suci ini, kami mengajak semua pihak agar meninggalkan segala nafsu kebencian,	amarah	, iri dan dengki yang mungkin sempat menjadi dampak negatif dalam proses berdemokrasi kita.	Di bulan suci ini, kami mengajak semua pihak agar meninggalkan segala nafsu kebencian, <m>amarah</m>, iri dan dengki yang mungkin sempat menjadi dampak negatif dalam proses berdemokrasi kita.	NA	metaphor		<w>meninggalkan</w> node	<w>meninggalkan</w> node	l1		<w>meninggalkan</w>					motion away from a location						anger is location	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
3349	ind-id_web_2015_3M	549742	ÒDan setiap kita menuju	kemarahan	akan menghilangkan 60 detik kebahagiaan,Ó tutur pengarang buku-buku tasawuf itu.	ÒDan setiap kita menuju <m>kemarahan</m> akan menghilangkan 60 detik kebahagiaan,Ó tutur pengarang buku-buku tasawuf itu.	NA	metaphor		<w>menuju</w> node	<w>menuju</w> node	l1		<w>menuju</w>					motion to a location					goal	anger is location	anger is location	anger_(un)bounded-location	experiencer_located-entity	becoming angry is moving towards a location-goal		
717	ind_news_2009_300K	72040	Kebijakan AS menahan para tersangka tanpa diadili menjadi pusat	kemarahan	besar di kalangan rakyat Irak, terutama kelompok Arab Sunni yang merupakan 80 persen dari para tahanan itu.	Kebijakan AS menahan para tersangka tanpa diadili menjadi pusat <m>kemarahan</m> besar di kalangan rakyat Irak, terutama kelompok Arab Sunni yang merupakan 80 persen dari para tahanan itu.	NA	metaphor		<w>pusat</w> node	<w>pusat</w> node	l1		<w>pusat</w>					being at a location					locale	anger is location	anger is location	anger_(un)bounded-location				
733	ind_web_2012_1M	647979	Memohon sangat ampunan-Nya, mengharapkan tetesan ma'unah-Nya, supaya terhindar dari	amarah	Allah SWT.	Memohon sangat ampunan-Nya, mengharapkan tetesan ma'unah-Nya, supaya terhindar dari <m>amarah</m> Allah SWT.	NA	metaphor		EXP <w>terhindar dari</w> node	EXP <w>terhindar dari</w> node	L1		<w>terhindar dari</w>					motion with respect to an undesirable entity	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Motion_with_respect_to_an_undesirable_entity	avoiding obstacles	https://metaphor.icsi.berkeley.edu/pub/en/index.php/Frame:Avoiding_obstacles			anger is undesirable entity	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
418	ind_newscrawl_2012_1M	352418	Begitu pentingnya untuk menahan amarah sehingga kita terjauh dari	amarah	Sang Pencipta, begitu pentingnya menahan marah hingga Rasulullah mengulang sabdanya untuk jangan marah beberapa kali.	Begitu pentingnya untuk menahan amarah sehingga kita terjauh dari <m>amarah</m> Sang Pencipta, begitu pentingnya menahan marah hingga Rasulullah mengulang sabdanya untuk jangan marah beberapa kali.	NA	metaphor		EXP <w>terjauh dari</w> node	EXP <w>terjauh dari</w> node	L1		<w>terjauh dari</w>					distant						anger is location	anger is location	anger_(un)bounded-location	experiencer_located-entity	not experiencing anger is being/moving away from a location		
1534	ind_newscrawl_2012_1M	137139	~	Kemarahan	mereka didorong rasa geram karena korban dinilai sering berbuat ulah di desanya.	<m>Kemarahan</m> mereka didorong rasa geram karena korban dinilai sering berbuat ulah di desanya.	NA	metaphor		node <w>didorong</w> EMO	node <w>didorong</w> EMO	r1		<w>didorong</w>					forced motion					mover	anger is moved object	anger is moved object	anger_mover	causing anger is forcing an entity to move			
751	ind_web_2012_1M	753617	Ingatlah bahwa sebaik-baik orang adalah orang yang melambatkan (menahan) amarah dan mempercepat keredaannya dan seburuk buruk orang adalah orang yang mempercepat	amarah	"dan melambatkan keredaannya"" (HR."	"Ingatlah bahwa sebaik-baik orang adalah orang yang melambatkan (menahan) amarah dan mempercepat keredaannya dan seburuk buruk orang adalah orang yang mempercepat <m>amarah</m> dan melambatkan keredaannya"" (HR."	NA	metaphor		<w>mempercepat</w> node	<w>mempercepat</w> node	l1		<w>mempercepat</w>					forced motion					mover		anger is moved object	anger_mover	increasing the intensity of anger is speed-up the motion of an entity			
2742	ind_wikipedia_2016_1M	17182	Akan tetapi, dengan mencaplok Ethiopia, yang merupakan anggota Liga Bangsa-Bangsa, Italia telah menarik rasa	kemarahan	internasional.	Akan tetapi, dengan mencaplok Ethiopia, yang merupakan anggota Liga Bangsa-Bangsa, Italia telah menarik rasa <m>kemarahan</m> internasional.	NA	metaphor		S <w>menarik</w> rasa_node	S <w>menarik</w> rasa_node	l1		<w>menarik</w>					forced motion					mover		anger is moved object	anger_mover	causing anger is forcing an entity to move			
3670	ind_news_2011_300K	146813	Israel menyetujui rencana untuk membangun 1.100 rumah baru di permukiman Yahudi, dan itu mendorong reaksi	marah	rakyat Palestina yang mengatakan itu meningkatnya penolakan langsung atas upaya internasional terbaru untuk memulai kembali pembicaraan damai.	Israel menyetujui rencana untuk membangun 1.100 rumah baru di permukiman Yahudi, dan itu mendorong reaksi <m>marah</m> rakyat Palestina yang mengatakan itu meningkatnya penolakan langsung atas upaya internasional terbaru untuk memulai kembali pembicaraan damai.	noun	metaphor	modifier	<w>mendorong</w> reaksi_node	S <w>mendorong</w> node	l1		<w>mendorong</w>					forced motion					mover		anger is moved object	anger_mover	causing anger is forcing an entity to move			
1609	ind_newscrawl_2012_1M	321911	Sementara John Hunt, seorang profesor hukum dari University of California Davis, mencatat bahwa penurunan S&P mendorong	kemarahan	bahkan lebih dari peristiwa krisis tahun 2008.	Sementara John Hunt, seorang profesor hukum dari University of California Davis, mencatat bahwa penurunan S&P mendorong <m>kemarahan</m> bahkan lebih dari peristiwa krisis tahun 2008.	NA	metaphor		S <w>mendorong</w> node	S <w>mendorong</w> node	l1		<w>mendorong</w>					forced motion					mover		anger is moved object	anger_mover	causing anger is forcing an entity to move			
3124	ind-id_web_2013_1M	342866	Ini pada gilirannya mendorong	kemarahan	massa lebih luas yang berujung pada pembakaran mushalla dan lebih dari 50 kios.	Ini pada gilirannya mendorong <m>kemarahan</m> massa lebih luas yang berujung pada pembakaran mushalla dan lebih dari 50 kios.	NA	metaphor		S <w>mendorong</w> node	S <w>mendorong</w> node	l1		<w>mendorong</w>					forced motion					mover		anger is moved object	anger_mover	causing anger is forcing an entity to move			
564	ind_news_2008_300K	20339	""" Pemerintah India pada Rabu meningkatkan harga bahan bakar minyaknya untuk menahan kergian besar perusahaan-perusahaan minyak negara, yang mendorong"	kemarahan	politik dan kekhawatiran tingginya inflasi.	""" Pemerintah India pada Rabu meningkatkan harga bahan bakar minyaknya untuk menahan kergian besar perusahaan-perusahaan minyak negara, yang mendorong <m>kemarahan</m> politik dan kekhawatiran tingginya inflasi."	NA	metaphor		S <w>mendorong</w> node	S <w>mendorong</w> node	l1		<w>mendorong</w>					forced motion					mover		anger is moved object	anger_mover	causing anger is forcing an entity to move			
1970	ind_newscrawl_2016_1M	424834	~	Kemarahan	yang datang tanpa diundang tersebut sulit dikendalikan otak.	<m>Kemarahan</m> yang datang tanpa diundang tersebut sulit dikendalikan otak.	NA	metaphor		node yang <w>datang tanpa diundang</w>	node <w>datang tanpa diundang</w>	r1		<w>datang tanpa diundang</w>					motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
282	ind_mixed_2012_1M	510168	Jadi keputusan berkomitmen diambil tergesa-gesa dalam keadaan tidak siap, kebanyakan dari mereka setelah menikah akan menuai badai, masalah tidak akan berhenti-henti datang dan penyesalan,	kemarahan	juga tidak berhenti-henti datang.	Jadi keputusan berkomitmen diambil tergesa-gesa dalam keadaan tidak siap, kebanyakan dari mereka setelah menikah akan menuai badai, masalah tidak akan berhenti-henti datang dan penyesalan, <m>kemarahan</m> juga tidak berhenti-henti datang.	NA	metaphor		node tidak berhenti-henti <w>datang</w>	node <w>datang</w>	r1		<w>datang</w>			TRUE		motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
3085	ind-id_web_2013_1M	143844	Bumi atau alam tidak marah dalam waktu singkat, tetapi	kemarahan	itu bisa saja datang dalam waktu yang ditentukan kalau alam tidak diperhatikan kelestriannya sejak sekarang.	Bumi atau alam tidak marah dalam waktu singkat, tetapi <m>kemarahan</m> itu bisa saja datang dalam waktu yang ditentukan kalau alam tidak diperhatikan kelestriannya sejak sekarang.	NA	metaphor		node <w>datang</w>	node <w>datang</w>	r1		<w>datang</w>					motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
698	ind_web_2012_1M	470423	Misalnya, jika	amarah	datang sementara kita sedang berdiri, maka duduklah.	Misalnya, jika <m>amarah</m> datang sementara kita sedang berdiri, maka duduklah.	NA	metaphor		node <w>datang</w>	node <w>datang</w>	r1		<w>datang</w>					motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
100	ind_mixed_2012_1M	477875	Sebab	amarah	itu datang biasanya karena rasa tidak senang.	Sebab <m>amarah</m> itu datang biasanya karena rasa tidak senang.	NA	metaphor		node <w>datang</w>	node <w>datang</w>	r1		<w>datang</w>					motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
146	ind_mixed_2012_1M	753451	Sebab	amarah	"itu datang biasanya karena rasa ""Enaknya hadiahnya apa ya Pak?"	"Sebab <m>amarah</m> itu datang biasanya karena rasa ""Enaknya hadiahnya apa ya Pak?"	NA	metaphor		node <w>datang</w>	node <w>datang</w>	r1		<w>datang</w>					motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
997	ind-id_web_2015_3M	201291	Apa yang Anda lakukan terhadap semua	amarah	yang tidak terkendali yang datang ketika bekerja dalam lingkungan bisnis yang saling menjatuhkan ini?	Apa yang Anda lakukan terhadap semua <m>amarah</m> yang tidak terkendali yang datang ketika bekerja dalam lingkungan bisnis yang saling menjatuhkan ini?	NA	metaphor		node yang <w>datang</w>	node <w>datang</w>	r2		<w>datang</w>					motion to a location					mover	anger is a moving object	anger is moving object	anger_mover	experiencer_goal	experiencing anger is object moving towards a goal		
